simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	gps_time	geocent_end_time	geocent_end_time_ns
794	6.204207	-0.89420389	0.61679952	191.82994	1.8130054	1.2189486	-0.15895401	0.18916769	1009635678.782258	1009635678	763961554
797	1.6451937	0.63040746	3.1207486	663.49163	2.0046458	1.9124958	-0.1305697	-0.083746488	1027285833.343374	1027285833	358431816
799	4.4001293	-0.38535585	0.88241491	262.756	1.8659425	1.3241249	-0.0011055147	0.082028541	1030461641.982185	1030461641	964086294
802	3.022019	-1.2910539	0.2666642	349.51685	2.8744701	1.554324	0.59758804	0.11659131	1006241292.783204	1006241292	768826246
811	4.4132194	0.19128311	0.89741303	389.89334	2.4312304	2.1421657	-0.0035882986	0.0089510364	1019987570.407964	1019987570	421176791
815	2.5286052	1.0777055	2.7698542	1254.4817	2.8608733	2.8580685	-0.26353881	0.027371277	1016573381.988484	1016573381	995450735
817	2.633147	0.12413204	2.5605413	72.795428	1.5189433	1.4305642	0.053648122	-0.013277725	1016801833.119954	1016801833	109465599
819	6.2413615	-0.64098925	0.88596686	520.79702	1.4224967	1.3087653	0.01119415	0.22413584	1021490832.250139	1021490832	237757087
851	6.2310686	-0.9063568	1.2131858	206.92605	2.5062312	1.4569661	0.041001467	-6.4065249e-05	1025496032.391897	1025496032	382794142
854	2.8961309	-0.082889711	2.2703291	799.62191	2.3585872	2.0027998	-0.026021703	0.08311766	1019272487.933403	1019272487	933892488
857	4.3856125	-0.91333435	2.7882469	2525.1557	2.8785023	2.7263719	0.25898437	0.028333164	1021034117.248183	1021034117	234809399
859	4.0460273	-0.26323312	2.8238311	307.43211	2.5818991	2.2042191	0.099986059	-0.034421676	1028619881.194424	1028619881	183913112
865	0.17782616	0.11457214	0.66823374	352.91754	1.457787	1.3005468	0.11913992	0.10318967	1019741597.460662	1019741597	474119067
870	2.1498125	0.81407589	2.7329813	555.09153	1.7426477	1.5100953	-0.10842182	-0.17397776	1010411350.597846	1010411350	606366873
872	3.0977081	0.75466283	2.7259956	400.74727	2.3657312	1.9576829	-0.016197151	0.00055150872	1007057842.039506	1007057842	53010345
896	2.3823751	0.4575622	2.9404342	109.69722	1.3064163	1.2092672	-0.0083822472	-0.0027260222	1022636617.35172	1022636617	365930200
900	1.9573673	-0.17310338	2.4374272	503.49897	3.2461501	1.6260606	-0.084638932	-0.098342997	1020755176.75029	1020755176	740379333
905	1.6826213	1.0337428	0.68635843	181.52311	1.3681934	1.2095012	-0.008346188	0.035358152	1026993028.881464	1026993028	896027803
915	5.3617328	-0.77315007	0.75360097	256.83341	1.7492899	1.333783	0.162333	-0.16008968	1019180753.780389	1019180753	759723425
942	4.5340672	-0.19870031	2.8502419	707.83966	1.5922474	1.4876207	-0.082938339	-0.085234059	1026921064.031983	1026921064	16578078
952	6.1309023	0.07637813	2.1722247	6218.5455	3.9669045	2.3889809	0.24362567	0.086347923	1012456683.704767	1012456683	692352176
962	5.4894007	-0.22076014	0.89573989	316.81792	1.4394342	1.3832896	-0.015960391	-0.05175219	1028317002.664566	1028317002	654187918
967	2.6571464	-0.18729146	2.6980512	444.81342	2.774373	2.1776308	0.12277619	-0.13099346	1011978623.713244	1011978623	697902679
979	1.2790212	0.62251984	0.92001559	250.40742	2.3849993	1.938808	0.045193345	0.020190154	1017014103.188477	1017014103	209239721
980	4.7102745	0.26674113	1.8569356	212.1723	1.4416139	1.3718188	0.14082462	-0.16639498	1023179472.299425	1023179472	316125154
983	0.57647477	0.97924433	0.93557624	206.50003	1.4109358	1.3913199	-0.019756711	0.21239111	1016059517.849506	1016059517	868167639
984	6.2134514	-0.9907208	1.8292855	287.74632	2.6184639	2.205064	-0.088443244	0.054627825	1011770076.166536	1011770076	149859309
986	4.8978099	0.68216227	2.5767781	348.54933	2.6255993	2.2074537	-0.046041888	0.033469357	1020510741.779785	1020510741	799618959
988	4.7685348	-1.0641022	2.4175315	213.89339	1.3249731	1.3024023	0.070336323	-0.27670566	1001308160.954163	1001308160	942767382
989	4.572293	1.4468752	2.7608058	501.19509	2.9235406	1.5917844	-0.16155522	-0.27373854	1005301880.280805	1005301880	291187763
1002	5.1247617	-0.26330131	2.1600384	225.40411	1.715655	1.3210967	0.19639016	-0.31515936	1022379872.950467	1022379872	941884995
1004	1.8465272	-0.7417613	2.9284273	622.22179	1.7550812	1.571644	-0.010406968	-0.040353785	1015433299.755791	1015433299	742684960
1011	4.232707	0.62530562	1.0275107	219.48474	2.5761326	1.2917364	-0.33378503	-0.059786289	1019724975.378971	1019724975	397758126
1018	6.002164	1.1587567	2.9590777	259.70943	2.1787984	1.5115287	0.090933078	-0.10013865	1009211025.330719	1009211025	339513540
1043	3.566673	0.36371943	0.69440352	447.85366	1.8935635	1.6748525	0.092012583	-0.055154459	1021731355.161952	1021731355	156390071
1047	2.8149827	-0.11619206	1.8925576	5865.3794	4.88447	3.0714513	-0.050268355	0.12597639	1018833089.23034	1018833089	215469122
1054	6.1793294	-1.0586067	1.6060316	186.04656	2.0525719	1.9642341	-0.044305716	-0.050499999	1026164920.061681	1026164920	41271806
1055	4.7995471	-0.59475952	2.9055615	548.79787	2.4931875	1.7691748	-0.11740177	-0.028098294	1026963323.680129	1026963323	682369113
1058	2.1782159	-0.1993409	1.0274183	102.45305	2.2954083	1.5691106	0.0091215007	-0.097448122	1006234942.454297	1006234942	454853535
1062	5.3504014	0.67241471	1.5031451	188.37635	2.0064429	1.2764374	0.10871412	-0.017347475	1002248952.410314	1002248952	431334019
1065	2.6281548	-0.68541831	2.8203825	171.85658	2.9100791	1.4067234	-0.34308936	-0.0082398283	1016880978.251407	1016880978	237922311
1081	1.903066	-0.76395775	0.96571218	2847.2785	3.0345515	2.2840445	-0.03103047	0.032283607	1009113787.385906	1009113787	359187841
1097	2.3349904	0.73373136	2.502218	471.47039	2.5936148	1.8613218	0.074152896	-0.0017498479	1000244366.592261	1000244366	606549978
1099	0.24437947	0.26272278	0.85754782	295.37073	2.3338314	1.8267423	-0.11120677	0.018360192	1024454020.072674	1024454020	65900326
1111	1.7958683	0.600505	2.1156915	382.03788	2.5019939	1.9931153	0.027630751	0.025724994	1007020034.488482	1007020034	500242591
1114	0.19617742	0.068579279	1.923374	506.27849	2.9775888	2.3546071	-0.070823394	-0.071917853	1024917771.584345	1024917771	600557327
1118	4.2005184	0.74689065	2.7490041	352.47049	2.6713102	1.3614784	0.17358297	-0.23785604	1018519728.49828	1018519728	520356059
1121	4.6103201	-0.72769659	2.986707	115.81532	1.9114805	1.4080903	-0.092406727	0.01491555	1027498489.849387	1027498489	846757889
1122	0.12644354	-0.042511096	0.48999077	454.52768	2.0581582	1.7545209	0.0092241963	0.34539978	1001923303.593414	1001923303	604031324
