simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	polarization	coa_phase	geocent_end_time	geocent_end_time_ns	gps_time
29	5.6884721	0.11746066	2.4076972	765.09446	8.3713815	2.4992445	0.8120648	0.24682594	3.1854560375213623	0.36405444145202637	1006205723	915795922	1006205723.900896
139	2.3893545	-0.25865662	0.63523167	1133.4312	9.7062532	2.9992763	0.47732075	0.10414571	3.7072949409484863	-2.2531919479370117	1005607761	847602844	1005607761.86671
155	1.9447457	-0.49472089	2.5847512	77.631995	16.753418	2.6403828	-0.023089048	0.62004196	4.0030341148376465	0.805259644985199	1022769384	172374606	1022769384.184788
324	4.1969572	-0.084871531	2.5094271	450.68363	11.438912	1.5046066	0.045472875	0.36411724	2.5635623931884766	2.7238147258758545	1007149846	876302481	1007149846.864398
414	5.0504573	0.92882725	0.17802614	234.90757	17.179554	1.458303	-0.5513732	-0.1920094	1.5676623582839966	-1.4396162033081055	1018865718	943194747	1018865718.924598
424	3.6338678	-0.53606121	1.3994734	325.01138	10.848752	2.5456046	0.001271505	-0.3118062	6.053532600402832	1.463847279548645	1004435681	669885039	1004435681.685005
472	6.0799118	-0.28348083	0.21943161	462.4613	9.7319171	1.3956539	0.19013636	0.079823723	5.875947952270508	2.3023641109466553	1013597432	414562702	1013597432.430836
523	2.0066968	0.46403191	0.4968426	506.23265	6.7193902	2.9271363	-0.031127075	0.12818778	3.4733307361602783	3.0648505687713623	1003571107	507750392	1003571107.490052
524	3.5356912	0.91239219	2.6975261	1512.8589	25.336515	2.9755913	0.10526891	0.17257256	5.241472244262695	-0.20473088324069977	1009550536	712878466	1009550536.692875
533	1.1483366	0.65592033	2.6746674	949.27688	8.2278549	1.8775137	0.06504596	0.12810929	2.986790180206299	-1.2885123491287231	1018725341	503397346	1018725341.484603
534	2.3823751	0.4575622	2.9404342	151.63362	7.8983087	1.7114736	-0.5825991	-0.032872492	1.0801619291305542	2.6028177738189697	1022636617	365930200	1022636617.350464
663	5.8350669	-0.18353019	2.6732591	661.71397	9.5936073	2.4014304	0.25174061	-0.041680469	4.24048376083374	1.4097330570220947	1017641548	292726159	1017641548.308936
753	2.7785913	0.097516581	2.8107844	526.82743	8.4637081	2.705492	-0.091825947	-0.072535213	2.155653715133667	0.05075927451252937	1005892599	219850540	1005892599.22333
764	2.7781862	0.52454569	3.0706906	1027.1089	18.471107	3.1250739	-0.070954668	0.052728598	2.304313898086548	-1.6735037565231323	1022794720	602401733	1022794720.583984
766	5.3723851	-0.05485666	0.74116606	397.34291	10.099541	2.2622819	-0.35801536	0.25173689	0.9456710815429688	-0.6324700117111206	1026746312	179706931	1026746312.190552
802	4.7608238	0.42780669	0.97456285	475.23862	3.5472845	2.2345255	-0.003289894	-0.01539724	0.6187386512756348	1.2260409593582153	1026264532	224388599	1026264532.211546
857	5.52101	0.74576328	0.84950818	346.4987	9.7662192	2.3576985	0.1408742	0.19368033	5.799107074737549	1.434513807296753	1001980771	8471370	1001980770.991002
907	6.1656293	0.11676505	2.9414995	442.01762	7.5630455	2.2293574	-0.41246404	0.15052833	1.8123033046722412	0.1290203183889389	1025100856	808237314	1025100856.793493
935	2.6244984	0.8982533	3.0191111	1441.3397	12.316938	2.5936448	0.066224046	-0.32915315	3.9032371044158936	0.2909279763698578	1009193522	288999677	1009193522.268781
1037	3.2151128	-0.3474489	0.95898053	727.88962	11.577942	2.0018231	0.15572576	-0.027004285	2.100644111633301	-2.5685861110687256	1026307835	77175021	1026307835.095474
1057	5.4781417	-0.70068447	0.69998634	490.0784	9.5668561	2.8854493	-0.29612935	-0.34880279	5.492700576782227	2.3479340076446533	1003921424	642439008	1003921424.660996
1079	5.6225414	-0.45882869	2.520237	1127.4484	12.882573	3.2857648	0.21814871	0.10712824	0.4269801378250122	-0.6973485946655273	1004008931	855524659	1004008931.873779
1171	5.1467037	-1.137863	0.95783784	561.45188	8.6829338	1.9724324	-0.26874438	0.24672721	6.066307067871094	-1.1114470958709717	1013078402	610899210	1013078402.623708
1210	0.98042391	0.78470642	1.0288632	442.60043	10.471779	2.8986981	-0.41178399	-0.039962566	6.162191390991211	-0.9872913956642151	1007018716	768333793	1007018716.747437
1241	1.9435836	0.532535	2.9811649	182.82055	9.6126088	1.8338451	0.058667453	0.00088780957	3.8936550617218018	2.2937328815460205	1006803757	293229699	1006803757.299274
1287	5.1681034	-0.38011901	2.5895066	233.49139	6.7776269	2.380692	0.85642288	-0.20202313	0.3592715263366699	-1.2459907531738281	1004140745	807139874	1004140745.794678
1292	1.758635	0.24207617	0.55150093	879.2992	15.343953	1.8278855	-0.57092138	0.25064517	4.374295711517334	2.9941911697387695	1011414223	887211680	1011414223.870136
1367	0.28269089	0.66756321	2.8275884	402.80206	7.3631348	1.7713267	0.62723027	-0.0090499235	1.0702342987060547	-0.9605588912963867	1027936749	692999959	1027936749.673017
1380	2.7886657	-0.57052756	0.75811146	498.82053	8.2300178	1.6600943	-0.61782023	0.075197801	1.6118284463882446	-0.9051036238670349	1001653339	297891855	1001653339.318177
1448	5.7227539	-0.12869128	2.6105816	177.51499	6.614968	1.5369772	-0.0033418875	0.21435953	4.430534362792969	-0.3799206018447876	1011360761	151767850	1011360761.159754
1486	4.6605849	-1.2968143	0.71012957	340.31639	4.3814173	1.8630288	0.062397855	-0.041363809	3.907731056213379	2.435227870941162	1011601936	62849760	1011601936.077785
1544	1.5383272	0.66095415	0.31268987	459.611	12.946718	2.428705	-0.56230062	-0.0011957375	4.571568489074707	1.3708384037017822	1018842571	104997158	1018842571.091419
1550	0.88071199	0.69373723	0.75571341	113.08338	14.722336	2.0192979	0.2079355	-0.0010934699	3.9946537017822266	0.3764249384403229	1006215037	418568134	1006215037.411499
1585	3.9623529	0.48022642	2.5389474	788.36251	9.3396709	3.054376	0.0087915626	-0.20265682	0.6434469819068909	-1.3095308542251587	1025408938	326565504	1025408938.306641
1638	6.2735131	-0.64370414	0.57204269	720.47181	6.9636042	2.8666998	0.0014216843	0.0086640011	2.130258560180664	-2.3215878009796143	1029855859	901249528	1029855859.90989
