simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	polarization	coa_phase	geocent_end_time	geocent_end_time_ns	gps_time
4603	3.4440542	0.052817061	2.250305	805.47299	3.8180361	2.9582485	0.32360837	-0.69737443	6.100176811218262	-1.975853443145752	1001057742	325834870	1001057742.341712
4643	3.881775	-1.1191497	0.48018755	4876.9097	29.876477	4.8436635	0.53758286	-0.023169183	0.39434728026390076	2.334152936935425	1019753446	542167187	1019753446.551789
4647	6.1021241	-0.21436798	0.84310333	802.32833	7.7297867	1.3765505	0.057852802	0.050878978	0.33610931038856506	2.3895106315612793	1003251457	800512075	1003251457.808726
4650	3.3536212	0.60527811	0.67762738	1675.1685	11.052989	2.6087954	0.38450261	0.14645211	5.5782341957092285	-1.531318187713623	1004303229	198649645	1004303229.191593
4657	3.3873802	0.52480535	0.16175586	1554.0878	9.7771549	3.4604148	-0.36376253	0.16128111	3.2563605308532715	-2.815330982208252	1028944764	119452119	1028944764.104981
4658	1.7156366	-0.6998355	0.96041065	1244.6296	12.365743	1.7261909	0.53375955	0.025057126	5.598970413208008	-2.1574482917785645	1022158478	962854385	1022158478.978339
4662	5.935824	-1.220242	0.80926614	720.83353	7.019819	1.5380214	0.3102781	-0.14606291	4.402029991149902	-0.6932122707366943	1010380481	552830219	1010380481.565623
4730	5.7097058	0.98180629	2.7227313	1291.9752	14.753312	2.6177058	0.064476601	-0.011135921	4.193066120147705	0.42801377177238464	1011040764	340443254	1011040764.323168
4791	5.4213291	-0.81448013	0.59580936	2854.8334	22.432754	3.9775028	0.69212054	-0.29835121	0.6651983261108398	-2.690497875213623	1003743118	850010395	1003743118.870343
4870	4.3192815	0.44050435	0.30278773	3051.3162	11.50105	3.2756313	-0.4035353	-0.015546101	4.221458435058594	-0.2707446813583374	1019199831	25817752	1019199831.010751
4913	2.9260681	0.20663886	1.5130449	552.65679	7.3805883	2.6914698	-0.11954402	0.30333878	6.174018859863281	-0.5488409996032715	1000477608	824512482	1000477608.815161
